"corpus","user/lx262/gnu_en_de_terms_v04__german"
"subcorpus",""
"Item","Score","Freq","Ref_freq","Rel_freq","Rel_ref_freq"
"freie Marktwirtschaft",28.510,1,130,43.503,0.562
"andere Universität",28.510,1,130,43.503,0.562
"einfacher Weg",28.430,2,485,87.006,2.095
"Flash Player",28.270,1,133,43.503,0.575
"spezielle Art",28.200,1,134,43.503,0.579
"gute Strategie",28.200,1,134,43.503,0.579
"anderes Betriebssystem",28.040,1,136,43.503,0.588
"interessantes Programm",28.040,1,136,43.503,0.588
"besonderes Problem",27.970,1,137,43.503,0.592
"ethische Frage",27.740,1,140,43.503,0.605
"Form der Zusammenarbeit",27.660,1,141,43.503,0.609
"eigentliche Arbeit",27.590,1,142,43.503,0.614
"zusätzliches Geld",27.440,1,144,43.503,0.622
"kritischer Punkt",27.300,1,146,43.503,0.631
"weiter Schaden",27.300,1,146,43.503,0.631
"große Lücke",27.000,1,150,43.503,0.648
"andere Weise",26.950,3,898,130.509,3.880
"andere Alternative",26.870,1,152,43.503,0.657
"großes Hindernis",26.600,1,156,43.503,0.674
"gemeinnützige Organisation",26.510,2,537,87.006,2.320
"zusätzlicher Aufwand",26.460,1,158,43.503,0.683
"strategische Entscheidung",26.460,1,158,43.503,0.683
"anderer Wert",26.390,1,159,43.503,0.687
